source,historic registered,tornado_name,tornado_year,town,overall_photos_folder,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,first_floor_ceiling_m,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_u,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,roof_cover_u_unc,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_susbtrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundation_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,demolishing_year,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,parking / storage facility,river catchment system,sea,underground facility,zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,damage_status,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,notes
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,(36.175925 -86.865036) 6404 Centennial Blvd Nashville TN 37209 US,2,36.1717,36.1525,-86.9526,-85.8904,36.175925,-86.865036,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,12,no,not in use,6,1898,505.52,isolated,recessed,23.3,1.5,s,4.24,38.33,211,0.5,complex,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,triple_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,un,yes,50,30,20,20,30,50,20,20,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,"wooden_rafters, open_web_st_joists",3,un,dimensional_lumber,3,corrugated_steel,3,0.5,0,un,yes,building_addition,3,"wind, wind-borne debris",severe,4,4,4,"right wing of the building, exterior wall completely destroyed. Window and roof damage for main center building",2,20,2,20,0,0,35,35,0,90,4,35,35,90,0,35,35,90,0,35,35,90,0,4,35,35,90,0,35,35,90,0,80,50,100,20,50,80,100,20,10,10,not_applicable,not_applicable,0,0,1,no,,yes,not in use,not in use,not in use,not_applicable,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,exceptional,exceptional,limited,0,0,1,0,0,0,yes,yes,yes,yes,no,not in use,severe,no,no,no,unsure of archetype
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,(36.176739 -86.863526) 6404 Centennial Blvd Nashville TN 37209 US,2,36.1717,36.1525,-86.9526,-85.8904,36.176739,-86.863526,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,19,no,not in use,4,1900,157.98,isolated,recessed,16.4,0,w,4,40,41.67,0.3,flat,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_steel,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,not_applicable,no,20,20,20,20,20,20,20,20,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,2,un,dimensional_lumber,2,un,1,0,1,,un,not_applicable,3,"wind, wind-borne debris",minor,1,1,1,only coof cover and minor cladding damage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,0,30,30,0,0,30,30,0,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,not in use,not in use,not in use,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,considerable,some,no value,0,0,0,0,0,1,yes,yes,yes,yes,no,not in use,minor,no,no,no,"limited information and imargery on this building, primarily aerial photos"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,(36.176004 -86.865969) 6404 Centennial Blvd Nashville TN 37209 US,2,36.1717,36.1525,-86.9526,-85.8904,36.176004,-86.865969,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,19,no,not in use,3,1900,2447.65,isolated,recessed,11.7,1,e,4,68.6,36,0.3,flat,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_steel,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,not_applicable,no,5,5,5,10,5,10,5,5,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel_un,3,un,un,1,un,1,0,1,,un,not_applicable,3,"wind, wind-borne debris",minor,1,1,1,roof cover and structure damage,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,not in use,not in use,not in use,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,considerable,some,no value,0,0,0,0,0,1,yes,yes,yes,yes,no,not in use,minor,no,no,no,"limited information and imargery on this building, primarily aerial photos"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,(36.176405 -86.866341) 6404 Centennial Blvd Nashville TN 37209 US,2,36.1717,36.1525,-86.9526,-85.8904,36.176405,-86.866341,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,19,no,not in use,6,1900,838.02,isolated,recessed,13.8,0,s,4,52.83,15.44,0.3,flat,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_steel,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,not_applicable,no,20,20,40,40,20,20,40,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,un,1,0,1,,un,not_applicable,3,"wind, wind-borne debris",minor,1,1,1,very minor roof structure damage,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,0,0,not_applicable,not_applicable,0,0,1,no,,yes,not in use,not in use,not in use,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,considerable,some,no value,0,0,0,0,0,1,yes,yes,yes,yes,no,not in use,minor,no,no,no,"limited information and imargery on this building, primarily aerial photos"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,(36.176506 -86.866064) 6404 Centennial Blvd Nashville TN 37209 US,2,36.1717,36.1525,-86.9526,-85.8904,36.176506,-86.866064,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,19,no,not in use,6,1900,799.95,isolated,recessed,13.8,0,s,4,52.83,14.65,0.3,flat,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_steel,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,not_applicable,no,20,20,40,40,20,20,40,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,un,1,0,1,,un,not_applicable,3,"wind, wind-borne debris",minor,0,0,0,"super minor roof cover damage, damaged fenestration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,0,0,not_applicable,not_applicable,0,0,1,no,,yes,not in use,not in use,not in use,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,considerable,some,no value,0,0,0,0,0,1,yes,yes,yes,yes,no,not in use,minor,no,no,no,"limited information and imargery on this building, primarily aerial photos"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,(36.176613 -86.865813) 6404 Centennial Blvd Nashville TN 37209 US,2,36.1717,36.1525,-86.9526,-85.8904,36.176613,-86.865813,6404 Centennial Blvd Nashville TN 37209 US,Old Tennessee State Prison,,19,no,not in use,6,1900,943.06,isolated,recessed,13.8,0,s,4,52.83,18.18,0.3,flat,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_steel,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,not_applicable,no,40,40,40,40,40,40,40,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,un,1,0,1,,un,not_applicable,3,"wind, wind-borne debris",minor,1,1,1,very minor roof structure damage,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,0,0,not_applicable,not_applicable,0,0,1,no,,yes,not in use,not in use,not in use,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,considerable,some,no value,0,0,0,0,0,1,yes,yes,yes,yes,no,not in use,minor,no,no,no,"limited information and imargery on this building, primarily aerial photos"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,2300 Heiman St Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17103287,-86.81381736,2300 Heiman St Nashville TN 37208 US,,Tate Manor House of God,19,no,religious,4,1957,1359,isolated,recessed,12.5,2,e,6,9,56,0.2,complex,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,wood,yes,45,30,20,20,20,20,45,30,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,un,1,asphalt,1,0.3,0,un,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,3,yes,,yes,religious,religious,religious,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exceptional,considerable,considerable,exceptional,0,0,0,0,1,0,yes,yes,yes,yes,yes,religious,undamaged,no,no,no,"I used T13 because it is a church and there were also no photos of the north side of the building, mixed roof type ("
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,2005 Heiman St Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.1705034,-86.81172355,2005 Heiman St Nashville TN 37208 US,The House of Compassion,House of God Education,13,no,religious,2,1948,780,isolated,recessed,7.2,2,n,5.5,31.5,20,0.3,complex,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,wood,yes,20,25,15,15,20,25,15,15,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,un,1,asphalt,3,0,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,3,yes,,yes,religious,religious,religious,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,considerable,some,some,exceptional,0,0,0,0,1,0,yes,yes,yes,yes,yes,religious,undamaged,no,no,no,"Mixed roof: gable and flat. T13 is what I used for this building because it is a religious building, but also an educational facility."
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1716 Knowles St Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17291345,-86.80659641,1716 Knowles St Nashville TN 37208 US,,,6,no,residential,1.5,1920,138,isolated,recessed,5.3,0.4,s,3,9,10.3,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,masonry_un,3,un,1,not_applicable,3,brick,3,wood,yes,15,20,5,5,20,15,5,5,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.3,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,One story brick residential building
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1720 Knowles St Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17289013,-86.80672295,1720 Knowles St Nashville TN 37208 US,,,6,no,residential,1,1920,140,isolated,recessed,6.1,0.4,s,3,30,30,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,un,1,double_leaf,3,masonry_block_unreinforced,masonry_un,3,un,1,not_applicable,3,brick,3,wood,yes,15,20,5,5,20,15,5,5,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.3,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,no value,no value,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,One story brick residential building
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1702 Jefferson St Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.1701943,-86.80455709,1702 Jefferson St Nashville TN 37208 US,Jubilee Florist,,13,no,business,1.5,1925,180,isolated,recessed,18,0.5,s,8,12.6,12.6,0.2,gable-hip_combo,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,un,1,double_leaf,3,masonry_block_unreinforced,masonry_un,1,un,1,not_applicable,3,brick,3,wood,yes,35,15,30,25,15,35,30,25,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.2,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,considerable,considerable,considerable,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,one and a half story brick buisness building. 
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1303 1305 Jefferson St Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.1708061,-86.80070064,1303/1305 Jefferson St Nashville TN 37208 US,,,13,no,business,2,1940,296.3,isolated,recessed,6,0.2,n,3,28.41,12.4,0.2,flat,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,un,1,double_leaf,3,masonry_block_unreinforced,masonry_un,1,un,1,not_applicable,3,brick,3,not_applicable,no,30,10,10,10,30,10,10,10,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,corrugated_steel,3,0,0,,no,not_applicable,3,wind,minor,1,1,1,"wall damage, roof damage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,2023,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,some,some,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,minor,no,yes,yes,2 story brick buisness buildings
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1307 1309 Jefferson St Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17078822,-86.80081893,1307/1309 Jefferson St Nashville TN 37208 US,,,13,no,business,2,1940,171.5,isolated,right_on_street,6,0,n,4,20.35,9.36,0.2,flat,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,masonry_un,1,un,1,not_applicable,3,brick,3,not_applicable,no,30,10,10,10,30,10,10,10,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,corrugated_steel,3,0,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,2023,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,some,some,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,minor,no,yes,yes,2 story brick buisness buildings although they were in bad condition before to begin with 
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1414 Aurther Ave Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17556206,-86.79774055,1414 Aurther Ave Nashville TN 37208 US,,,19,no,business,1,1925,167,isolated,right_on_street,5,0,n,4,15,11,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,masonry_un,1,un,1,not_applicable,3,cmu,3,not_applicable,no,15,0,0,0,15,0,0,0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0,0,,no,not_applicable,3,"wind, wind-borne debris",minor,1,1,1,roof damage (minimal),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,some,no value,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,minor,no,no,no,"no phoros of the back before tornado and it looks like cmu blocks that were painted as the exterior. I couldn't tell if it was buisness or residential, but I choose buisness due to the residential looks of the houses around it"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1508 10th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17675639,-86.79781841,1508 10th Ave N Nashville TN 37208 US,,,6,no,residential,1,1915,133,isolated,recessed,6,1,s,4,14.9,11.9,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,1,un,1,not_applicable,3,brick,3,wood,yes,35,20,45,45,20,35,45,45,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,1,asphalt,3,0.3,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,some,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,no photos of the back of the house. It is one story residential and is painted brick. Doesn't look to be damaged.
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1302 10th Ave N Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.1750379,-86.79549166,1302 10th Ave N Nashville TN 37208 US,,,6,no,residential,1.5,1900,186,isolated,recessed,8,0.5,s,4,18.5,10.5,0.2,hip,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,wood,yes,10,0,15,15,0,10,15,15,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.2,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,1,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,"no pictures from the top of the roof, but it is painted brick and does not seem to be damaged "
